age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
36,male,self-employed,little,moderate,39345,20,other,single,graduate,0,138192,employed,2,29,0,392,0.01,education,14.47,none,bad,not eligible
22,male,unskilled,moderate,rich,,19,other,,postgraduate,0,31149,employed,0,8,0,784,0,personal,8.2,property,good,not eligible
20,male,management,quite rich,little,16273,28,education,,high school,1,12879,self-employed,0,24,0,804,0.05,personal,13.93,none,bad,not eligible
18,male,unskilled,moderate,moderate,42560,59,furniture,single,high school,3,110492,self-employed,1,5,,621,0.01,personal,12.41,guarantor,bad,not eligible
55,male,unskilled,,,26947,13,,divorced,graduate,1,94701,employed,1,11,0,374,0.02,education,10.77,,bad,not eligible
32,female,skilled,quite rich,little,4533,59,furniture,single,postgraduate,0,92195,self-employed,0,16,0,762,0,mortgage,18.32,guarantor,bad,not eligible
51,male,skilled,moderate,little,20997,41,business,married,graduate,,24908,employed,0,25,1,450,0.02,mortgage,17.44,none,bad,not eligible
52,male,self-employed,moderate,little,14678,57,other,divorced,graduate,1,27650,employed,2,20,0,434,0.01,education,6.15,none,bad,not eligible
66,female,unskilled,quite rich,little,7046,11,car,divorced,graduate,1,136853,employed,3,9,0,489,0,car,19.79,none,bad,not eligible
,female,skilled,little,little,8896,33,radio/TV,married,high school,4,82112,unemployed,,1,0,333,,business,8.45,vehicle,bad,not eligible
41,male,self-employed,rich,little,21478,55,car,single,graduate,1,46872,employed,0,27,0,657,0.01,education,8.23,none,bad,not eligible
29,male,self-employed,little,little,43831,43,business,married,graduate,1,123508,employed,2,0,0,404,0.01,car,19.16,guarantor,bad,not eligible
35,male,unskilled,little,moderate,13382,35,education,single,phd,0,106003,retired,0,12,1,668,0,,11.67,none,bad,not eligible
32,female,skilled,quite rich,rich,,59,repairs,divorced,high school,1,91951,employed,2,20,0,471,0,mortgage,17.08,vehicle,bad,not eligible
,male,skilled,,little,22284,51,car,married,graduate,,125539,,2,20,0,,0,personal,9.32,none,bad,not eligible
33,female,unskilled,quite rich,little,3814,33,furniture,,high school,0,103311,employed,0,0,0,738,0,business,18.1,property,bad,not eligible
44,female,self-employed,quite rich,little,19095,22,other,single,high school,0,65020,,0,12,0,621,0.01,personal,17.48,guarantor,bad,not eligible
25,male,self-employed,,rich,19255,,domestic appliances,married,graduate,1,87272,employed,0,28,0,419,0,car,12.79,vehicle,good,not eligible
63,,,rich,moderate,32811,49,other,married,graduate,2,102460,employed,,22,0,410,0.01,education,15.58,guarantor,bad,not eligible
42,male,unskilled,,little,46195,65,business,divorced,high school,0,54819,employed,2,2,0,555,0.01,education,19.46,property,bad,not eligible
34,male,unskilled,quite rich,little,31098,65,other,single,high school,0,65347,employed,1,10,0,721,0.01,personal,,guarantor,bad,not eligible
46,male,self-employed,little,little,35949,10,car,divorced,postgraduate,1,131019,self-employed,0,28,0,455,0.03,business,12.41,property,bad,not eligible
25,female,unskilled,moderate,little,36074,,domestic appliances,single,phd,2,132099,retired,2,21,0,484,0.02,business,15.84,vehicle,bad,not eligible
32,female,skilled,quite rich,,45229,58,car,married,high school,4,71216,unemployed,1,15,0,536,0.01,car,10.8,property,bad,not eligible
44,male,skilled,little,rich,19139,22,education,married,graduate,0,75228,employed,2,17,0,744,0.01,education,19.42,vehicle,bad,not eligible
63,female,skilled,moderate,little,45870,64,education,single,high school,3,70513,employed,0,29,0,802,0.01,personal,5.61,property,bad,not eligible
,male,unskilled,moderate,moderate,31523,14,education,single,postgraduate,1,107347,self-employed,1,24,0,624,0.02,,11.05,,bad,not eligible
69,male,unskilled,moderate,little,9592,27,domestic appliances,married,graduate,0,66141,unemployed,0,1,0,676,0.01,education,15.71,none,bad,not eligible
24,male,self-employed,rich,little,6882,50,radio/TV,single,postgraduate,1,79659,employed,0,17,0,802,0,education,11.44,property,bad,not eligible
20,female,self-employed,little,rich,,,domestic appliances,single,high school,1,21292,employed,2,16,1,756,0.03,car,8.89,none,bad,not eligible
46,female,management,moderate,moderate,3659,18,business,married,graduate,1,71265,self-employed,2,0,0,706,0,education,11.2,property,good,eligible
61,female,,quite rich,little,6156,17,business,married,graduate,0,55689,employed,1,27,0,387,0.01,car,18.22,property,bad,not eligible
41,male,skilled,moderate,little,1952,41,,married,high school,1,10071,,0,3,0,404,0,car,13.21,vehicle,bad,not eligible
20,male,,little,moderate,42703,15,furniture,single,high school,0,42234,employed,1,22,0,757,0.07,mortgage,10.03,property,bad,not eligible
37,male,skilled,moderate,moderate,19206,21,,single,graduate,0,146588,unemployed,1,19,1,556,0.01,business,15.07,property,good,eligible
63,male,,little,little,10362,24,car,married,graduate,2,55037,self-employed,2,20,0,433,0.01,,14.18,none,bad,not eligible
32,female,skilled,little,little,10719,11,business,married,high school,0,18234,self-employed,0,5,0,785,0.05,car,13.41,vehicle,bad,not eligible
42,female,unskilled,quite rich,little,23981,9,repairs,married,graduate,2,145432,self-employed,0,20,0,584,0.02,car,10.87,none,bad,not eligible
47,female,self-employed,moderate,rich,35036,35,radio/TV,married,high school,2,110135,employed,0,4,0,686,0.01,business,6.08,vehicle,bad,not eligible
31,male,self-employed,rich,,6596,51,furniture,married,high school,3,91965,unemployed,1,29,0,643,,business,14.31,property,bad,not eligible
24,male,unskilled,quite rich,little,38453,32,furniture,single,graduate,3,100094,employed,2,19,1,725,0.01,,11.3,none,bad,not eligible
34,male,skilled,moderate,moderate,12355,50,repairs,divorced,high school,2,103753,employed,1,29,0,436,0,education,11.43,guarantor,bad,eligible
61,male,skilled,little,moderate,43762,42,other,married,graduate,2,50160,,6,,0,593,0.02,education,8.51,none,bad,not eligible
37,,skilled,moderate,little,14960,14,repairs,married,,1,93595,employed,0,20,0,341,0.01,education,8.74,none,bad,not eligible
53,female,unskilled,little,little,34437,,domestic appliances,divorced,graduate,1,115572,employed,3,24,0,349,0,business,16.81,none,bad,not eligible
26,female,skilled,rich,moderate,21594,40,repairs,divorced,,0,21544,retired,2,29,0,472,0.03,education,12.19,guarantor,bad,eligible
55,male,self-employed,little,moderate,39858,52,other,married,phd,0,16381,retired,0,,1,588,0.05,education,6.64,vehicle,bad,not eligible
65,male,skilled,little,moderate,28424,26,furniture,single,graduate,0,147906,employed,1,24,0,461,0.01,education,5.69,guarantor,bad,not eligible
39,male,unskilled,moderate,rich,18289,22,business,widowed,graduate,0,70514,,0,4,0,639,0.01,business,8.37,,good,eligible
19,male,skilled,little,little,,60,furniture,married,high school,2,39398,employed,1,7,0,622,0,,12.31,none,bad,not eligible
41,,skilled,little,little,48894,11,repairs,married,graduate,0,109316,self-employed,,16,0,625,0.04,,14.26,property,bad,not eligible
25,male,management,moderate,rich,6409,40,repairs,married,graduate,1,96509,employed,0,14,0,466,0,education,7.16,none,good,eligible
28,male,skilled,little,little,32354,55,other,married,high school,3,17530,retired,3,19,0,466,0.03,personal,11.51,property,bad,not eligible
30,,unskilled,little,moderate,4396,42,repairs,divorced,graduate,2,85733,employed,2,12,0,,0,education,6.09,property,bad,not eligible
34,female,unskilled,little,moderate,41334,18,other,married,high school,1,94095,employed,2,14,0,384,0.02,business,5.57,none,bad,not eligible
25,male,management,quite rich,moderate,42641,30,furniture,married,high school,0,,employed,2,28,0,414,0.03,education,17.95,none,bad,not eligible
38,male,skilled,moderate,little,17611,6,repairs,married,high school,1,108132,employed,0,3,0,349,0.03,mortgage,14.88,none,bad,not eligible
35,male,management,moderate,moderate,7539,54,domestic appliances,married,graduate,0,69130,self-employed,,17,0,757,0,car,16.72,none,bad,eligible
47,female,unskilled,moderate,moderate,45344,40,business,married,postgraduate,0,61524,,2,18,,671,0.02,business,7.73,guarantor,bad,not eligible
35,female,skilled,little,moderate,,58,car,divorced,high school,1,48996,employed,1,,0,517,0.01,mortgage,9.83,guarantor,bad,not eligible
63,male,skilled,rich,little,4170,57,other,single,graduate,5,67202,employed,,27,0,558,0,mortgage,,vehicle,bad,not eligible
64,female,self-employed,little,little,,59,repairs,single,high school,0,34116,self-employed,1,7,0,669,0.02,car,14.87,none,bad,not eligible
48,female,self-employed,moderate,little,15529,52,furniture,married,high school,1,,employed,1,13,1,395,0,mortgage,13.02,none,bad,not eligible
55,female,unskilled,quite rich,little,32311,,furniture,married,postgraduate,0,,self-employed,0,0,0,774,0.01,car,13.27,property,bad,not eligible
49,female,skilled,quite rich,little,16293,25,repairs,single,graduate,2,97064,employed,0,1,0,524,0.01,education,7.35,property,bad,not eligible
28,female,unskilled,little,rich,41818,38,,single,high school,1,19250,employed,2,19,0,640,0.06,business,12.12,guarantor,bad,not eligible
62,male,skilled,little,,48606,21,repairs,single,high school,1,35547,employed,1,26,0,726,0.07,business,17.36,vehicle,bad,not eligible
42,female,,quite rich,moderate,20626,12,radio/TV,married,postgraduate,1,69734,employed,0,28,0,783,0.02,business,12.64,none,bad,eligible
50,male,self-employed,little,moderate,19728,26,business,married,high school,1,146527,employed,0,21,0,583,0.01,car,8,guarantor,bad,not eligible
55,female,self-employed,quite rich,little,,41,repairs,single,high school,1,35474,retired,0,2,0,647,0.01,car,11.2,none,bad,not eligible
58,male,skilled,quite rich,rich,1472,59,,married,graduate,0,52773,employed,0,15,0,640,0,mortgage,16.32,vehicle,bad,eligible
25,female,skilled,quite rich,little,,24,radio/TV,single,graduate,0,142574,employed,1,,0,673,0,business,7.02,property,bad,not eligible
28,female,management,little,little,3132,30,car,married,graduate,0,17042,employed,2,2,0,712,0.01,mortgage,13.71,property,bad,not eligible
39,male,management,quite rich,little,36458,58,car,married,postgraduate,2,40501,unemployed,1,23,1,717,,education,19.48,property,bad,not eligible
68,female,unskilled,moderate,rich,38216,53,other,married,high school,1,100454,self-employed,5,5,0,581,0.01,mortgage,10.7,vehicle,bad,not eligible
41,male,skilled,quite rich,rich,15846,47,domestic appliances,single,graduate,2,34242,self-employed,1,7,0,542,0.01,business,5.65,property,good,eligible
58,female,skilled,little,little,48822,52,repairs,single,high school,0,119847,employed,0,22,0,838,0.01,car,14.5,vehicle,bad,not eligible
34,male,unskilled,little,rich,18508,47,domestic appliances,married,graduate,1,66235,unemployed,0,11,0,498,0.01,mortgage,5.71,none,bad,not eligible
29,male,,little,little,12620,7,domestic appliances,single,,0,40766,unemployed,1,4,0,730,0.04,,7.87,vehicle,bad,not eligible
63,female,unskilled,little,little,30783,11,radio/TV,widowed,graduate,0,,employed,0,4,0,784,0.02,car,5.73,guarantor,bad,not eligible
49,male,skilled,moderate,moderate,8318,51,car,married,graduate,1,132023,employed,0,2,0,526,0,car,7.56,property,bad,eligible
32,female,skilled,rich,rich,5619,71,domestic appliances,married,postgraduate,1,121873,self-employed,1,3,0,495,0,business,17.82,guarantor,bad,not eligible
33,male,unskilled,little,moderate,31079,45,education,married,high school,0,119293,employed,2,23,0,527,0.01,education,16.02,none,bad,not eligible
39,male,unskilled,quite rich,moderate,,63,domestic appliances,single,graduate,0,,employed,0,4,0,366,,business,10.13,vehicle,bad,not eligible
45,male,management,little,moderate,48168,38,car,married,postgraduate,2,104516,employed,0,28,0,624,0.01,mortgage,18.46,none,bad,not eligible
37,male,management,little,moderate,30337,67,other,widowed,graduate,1,23960,employed,1,24,0,637,0.02,business,14.98,property,bad,not eligible
50,male,skilled,little,rich,1475,17,education,single,high school,0,109456,employed,0,2,0,826,0,business,11.72,property,bad,not eligible
27,male,,little,moderate,16765,54,other,married,,3,23472,unemployed,1,9,0,,0.01,car,6.02,property,bad,not eligible
57,,self-employed,rich,rich,4818,10,other,married,high school,1,130578,self-employed,1,,0,403,0,education,15.96,property,good,eligible
49,male,unskilled,little,rich,35581,56,radio/TV,married,high school,2,136239,employed,2,23,0,727,0,education,10.63,none,bad,not eligible
67,female,unskilled,moderate,little,42015,37,repairs,single,graduate,0,68316,employed,0,7,0,802,0.02,business,9.54,guarantor,bad,not eligible
50,female,skilled,,moderate,43569,,repairs,married,high school,0,124068,self-employed,0,27,0,606,0.01,car,9.32,none,bad,not eligible
19,male,unskilled,rich,little,48316,65,education,widowed,high school,1,128416,self-employed,2,22,,492,0.01,car,5.12,property,bad,not eligible
50,female,,little,little,13634,51,car,single,,0,21603,employed,0,5,0,513,0.01,mortgage,16.14,vehicle,bad,not eligible
50,male,self-employed,little,moderate,39932,46,furniture,married,graduate,2,127754,unemployed,0,22,0,444,,personal,7.18,vehicle,bad,not eligible
58,female,skilled,little,little,46650,18,education,married,graduate,2,104425,self-employed,0,,1,357,0.02,mortgage,12.81,property,bad,not eligible
,female,skilled,moderate,moderate,11341,23,car,married,graduate,1,10163,employed,0,5,0,422,0.05,mortgage,5.24,property,good,eligible
47,female,,little,rich,26635,56,domestic appliances,married,,1,110018,employed,0,12,1,848,0,mortgage,14.42,none,bad,not eligible
50,male,unskilled,quite rich,little,12927,41,other,married,high school,0,78998,employed,0,12,0,534,0,personal,10.54,none,bad,not eligible
30,female,unskilled,moderate,little,40751,39,furniture,single,high school,,20287,retired,1,24,0,790,0.05,car,14.46,none,bad,not eligible
69,male,skilled,moderate,rich,34631,17,radio/TV,divorced,graduate,2,,,0,20,0,374,0.13,car,6.35,property,bad,not eligible
43,female,skilled,moderate,little,37227,10,repairs,married,high school,0,94580,employed,0,4,0,594,0.04,education,9,property,bad,not eligible
39,male,unskilled,little,little,25665,53,radio/TV,single,graduate,3,60842,employed,1,5,,,0.01,education,6.65,property,bad,not eligible
56,female,skilled,moderate,little,2249,45,business,married,high school,0,43001,self-employed,0,9,0,417,0,business,14.69,property,bad,not eligible
19,female,skilled,rich,,33808,18,radio/TV,married,postgraduate,0,57951,employed,0,26,0,643,0.03,business,6.63,,bad,not eligible
55,female,skilled,quite rich,moderate,8134,,business,widowed,graduate,0,81875,self-employed,1,28,0,458,0,business,14.26,none,good,not eligible
56,male,skilled,quite rich,moderate,11114,19,radio/TV,widowed,,0,121497,unemployed,1,19,0,346,0,education,7.02,vehicle,good,eligible
43,female,skilled,quite rich,little,25366,16,radio/TV,divorced,postgraduate,1,60197,unemployed,0,25,,662,0.03,education,19.15,vehicle,bad,not eligible
63,male,unskilled,little,moderate,10782,43,radio/TV,single,graduate,0,14481,self-employed,1,9,0,632,0.02,mortgage,11.25,none,bad,not eligible
67,female,skilled,little,moderate,20819,62,,divorced,graduate,0,47227,employed,1,24,0,679,0.01,car,6.9,vehicle,bad,not eligible
32,male,unskilled,little,little,37226,27,domestic appliances,divorced,postgraduate,1,27791,self-employed,0,27,0,423,0.05,education,5.63,property,bad,not eligible
,male,self-employed,little,moderate,15912,21,business,single,graduate,1,141279,self-employed,2,15,0,463,0.01,personal,9.94,none,bad,not eligible
59,male,skilled,little,moderate,37127,,other,single,postgraduate,3,99070,self-employed,1,17,0,469,0.01,mortgage,18.37,none,bad,not eligible
